11,Abraham Carrillo,Donna,9-15-2017,00:58,38,3
11,Abraham Carrillo,KGB Bar,9-15-2017,21:58,39,2
11,Abraham Carrillo,7B,9-15-2017,22:58,40,1
11,Abraham Carrillo,Aldo Sohm Wine Bar,9-15-2017,23:58,41,2
11,Abraham Carrillo,7B,9-15-2017,21:58,42,1
12,Abraham Carrillo,Aldo Sohm Wine Bar,3-14-2017,21:58,43,2
12,Abraham Hopkins,Dear Irving,3-14-2017,21:58,44,3
13,Abraham Hopkins,Lee's Tavern,11-9-2018,22:58,45,2
13,Abraham Ruiz,Bar Nine,11-9-2018,00:58,46,1
14,Abraham Ruiz,The Honeywell,11-13-2017,21:58,47,2
14,Abram Spencer,Blue Bar,11-13-2017,21:58,48,2
14,Abram Spencer,PDT,11-13-2017,22:58,49,3
14,Abram Spencer,Spring Lounge,11-13-2017,22:58,50,2
14,Abram Spencer,Raines Law Room,11-13-2017,21:58,51,2
15,Abram Spencer,Barcade,3-15-2018,00:58,52,3
15,Abram Willis,The Aviary NYC,3-15-2018,23:58,53,3
15,Abram Willis,Until Tomorrow,3-15-2018,00:58,54,2
15,Abram Willis,Please Don't Tell,3-15-2018,00:58,55,2
15,Abram Willis,LENA,3-15-2018,21:58,56,2
16,Abram Willis,Please Don't Tell,2-15-2017,22:58,57,1
16,Acacia Beltran,The Wayland,2-15-2017,22:58,58,3
16,Acacia Beltran,7B,2-15-2017,22:58,59,2
16,Acacia Beltran,Mayahuel,2-15-2017,22:58,60,4
17,Acacia Beltran,Pegu Club,2-8-2018,22:58,61,4
17,Ada Daniels,Sugar East,2-8-2018,21:58,62,4
17,Ada Daniels,Ty Bar,2-8-2018,00:58,63,2
18,Ada Daniels,Nowhere,8-28-2018,23:58,64,2
18,Ada Robinson,The Up & Up,8-28-2018,00:58,65,3
18,Ada Robinson,Bar Nine,8-28-2018,21:58,66,4
18,Ada Robinson,The Counting Room,8-28-2018,21:58,67,1
18,Ada Robinson,Leyenda,8-28-2018,21:58,68,2
18,Ada Robinson,Leyenda,8-28-2018,22:58,69,4
19,Ada Robinson,Tonic Bar,8-14-2018,22:58,70,1
19,Ada Ward,Rudy's,8-14-2018,00:58,71,4
19,Ada Ward,Dead Rabbit,8-14-2018,00:58,72,1
19,Ada Ward,The Long Island Bar,8-14-2018,21:58,73,1
20,Ada Ward,Rudy's,3-27-2017,00:58,74,4
20,Adalberto Reese,Killmeyer's,3-27-2017,22:58,75,3
20,Adalberto Reese,Connolly's Bar,3-27-2017,23:58,76,1
20,Adalberto Reese,Townhouse of New York,3-27-2017,00:58,77,1
20,Adalberto Reese,The Wayland,3-27-2017,21:58,78,3
21,Adalberto Reese,Killmeyer's,8-5-2017,23:58,79,4
21,Adalberto Rhodes,Connolly's Bar,8-5-2017,23:58,80,4
22,Adalberto Rhodes,Raines Law Room,11-2-2018,23:58,81,3
22,Adam Beck,Pouring Ribbons,11-2-2018,23:58,82,2
23,Adam Beck,Zinc Bar,2-17-2017,22:58,83,4
23,Adam Price,Torst,2-17-2017,21:58,84,1
23,Adam Price,Angel's Share,2-17-2017,23:58,85,1
23,Adam Price,Dutch Kills,2-17-2017,23:58,86,1
23,Adam Price,Death & Company,2-17-2017,21:58,87,3
24,Adam Price,King Cole Bar,7-29-2018,00:58,88,4
24,Adam Wilcox,The Up & Up,7-29-2018,23:58,89,1
24,Adam Wilcox,Rose Bar,7-29-2018,22:58,90,3
25,Adam Wilcox,Orange Street,11-14-2018,00:58,91,4
25,Adan Duarte,Aldo Sohm Wine Bar,11-14-2018,23:58,92,4
25,Adan Duarte,Mayahuel,11-14-2018,23:58,93,1
25,Adan Duarte,Killmeyer's,11-14-2018,00:58,94,4
26,Adan Duarte,Aldo Sohm Wine Bar,10-30-2018,00:58,95,4
26,Adan Sawyer,Jimmy's corner,10-30-2018,00:58,96,3
27,Adan Sawyer,Holiday Cocktail Lounge,10-13-2017,21:58,97,4
27,Addie Flores,Barcade,10-13-2017,23:58,98,1
28,Addie Flores,PDT,7-10-2018,00:58,99,4
28,Adela Ashton,Clover Club,7-10-2018,22:58,100,2
28,Adela Ashton,Dear Irving,7-10-2018,21:58,101,1
28,Adela Ashton,Raines Law Room,7-10-2018,23:58,102,2
28,Adela Ashton,Townhouse of New York,7-10-2018,23:58,103,3
28,Adela Ashton,Spring Lounge,7-10-2018,23:58,104,3
29,Adela Ashton,Connolly's Bar,11-19-2017,22:58,105,2
29,Adela Hurley,PDT,11-19-2017,22:58,106,3
30,Adela Hurley,Barcade,2-19-2018,21:58,107,1
30,Adelaide Weston,Bronx Alehouse,2-19-2018,22:58,108,1
30,Adelaide Weston,The Pony Bar,2-19-2018,00:58,109,2
30,Adelaide Weston,Bronx Alehouse,2-19-2018,21:58,110,4
30,Adelaide Weston,Dutch Kills,2-19-2018,22:58,111,4
31,Adelaide Weston,Bohemian Hall & Beer Garden,4-28-2017,23:58,112,3
31,Adele Best,Alewife Queens,4-28-2017,22:58,113,1
31,Adele Best,The Ship,4-28-2017,00:58,114,2
31,Adele Best,d.b.a.,4-28-2017,23:58,115,2
32,Adele Best,Beauty Bar,8-30-2017,23:58,116,4
32,Adele Sanchez,Rose Bar,8-30-2017,00:58,117,3
32,Adele Sanchez,Bar Goto,8-30-2017,22:58,118,4
33,Adele Sanchez,Rose Bar,3-13-2017,22:58,119,2
33,Adele Velasquez,Ear Inn,3-13-2017,22:58,120,2
33,Adele Velasquez,The Aviary NYC,3-13-2017,21:58,121,2
33,Adele Velasquez,Grand Banks,3-13-2017,23:58,122,1
33,Adele Velasquez,Grand Banks,3-13-2017,23:58,123,3
34,Adele Velasquez,The Aviary NYC,3-12-2017,23:58,124,1
34,Adeline Davila,Donna,3-12-2017,21:58,125,2
34,Adeline Davila,Killmeyer's,3-12-2017,00:58,126,3
35,Adeline Davila,Dear Irving,7-22-2018,23:58,127,3
35,Adeline Glover,Bar Goto,7-22-2018,23:58,128,3
35,Adeline Glover,The Counting Room,7-22-2018,22:58,129,1
36,Adeline Glover,Nitecap,9-1-2017,22:58,130,2
36,Adeline Richmond,Old Town Bar,9-1-2017,00:58,131,1
36,Adeline Richmond,Donna,9-1-2017,23:58,132,2
36,Adeline Richmond,Clover Club,9-1-2017,21:58,133,1
36,Adeline Richmond,Killmeyer's,9-1-2017,21:58,134,1
36,Adeline Richmond,Old Town Bar,9-1-2017,21:58,135,3
37,Adeline Richmond,Spring Lounge,11-22-2017,21:58,136,1
37,Aditi Ford,Connolly's Bar,11-22-2017,00:58,137,2
37,Aditi Ford,169 Bar,11-22-2017,00:58,138,3
37,Aditi Ford,Mayahuel,11-22-2017,22:58,139,2
37,Aditi Ford,Mayahuel,11-22-2017,21:58,140,2
38,Aditi Ford,Aldo Sohm Wine Bar,4-8-2017,22:58,141,4
38,Adolfo Odonnell,Bar Sixtyfive,4-8-2017,00:58,142,2
38,Adolfo Odonnell,Boxer,4-8-2017,00:58,143,1
39,Adolfo Odonnell,Orange Street,1-14-2018,00:58,144,2
39,Adolfo Whitaker,Rudy's,1-14-2018,22:58,145,3
40,Adolfo Whitaker,Clockwork Bar,9-1-2017,22:58,146,4
40,Adolph Ellison,Spring Lounge,9-1-2017,00:58,147,1
40,Adolph Ellison,7B,9-1-2017,22:58,148,1
41,Adolph Ellison,Barcade,3-15-2018,00:58,149,3
41,Adrian Green,Death & Company,3-15-2018,22:58,150,1
41,Adrian Green,King Cole Bar,3-15-2018,22:58,151,1
41,Adrian Green,Angel's Share,3-15-2018,22:58,152,1
41,Adrian Green,ABC Beer Co.,3-15-2018,22:58,153,3
42,Adrian Green,BlackTail,6-25-2018,00:58,154,1
42,Adriana Marsh,Beauty Bar,6-25-2018,22:58,155,2
42,Adriana Marsh,The 13th Step,6-25-2018,21:58,156,3
43,Adriana Marsh,The Summit Bar,4-25-2017,21:58,157,3
43,Adriana Nunez,Dear Irving,4-25-2017,21:58,158,1
43,Adriana Nunez,Spring Lounge,4-25-2017,21:58,159,4
43,Adriana Nunez,Bemelmans Bar,4-25-2017,22:58,160,1
43,Adriana Nunez,Barcade,4-25-2017,00:58,161,2
43,Adriana Nunez,Raines Law Room,4-25-2017,22:58,162,1
44,Adriana Nunez,Blue Bar,3-1-2017,22:58,163,3
44,Adriana Schultz,KGB Bar,3-1-2017,00:58,164,2
45,Adriana Schultz,Donna,5-5-2018,00:58,165,1
45,Adrienne Frazier,The Up & Up,5-5-2018,22:58,166,4
45,Adrienne Frazier,Rose Bar,5-5-2018,23:58,167,4
45,Adrienne Frazier,Leyenda,5-5-2018,00:58,168,4
46,Adrienne Frazier,Bar Goto,9-13-2018,00:58,169,4
46,Adrienne Gay,Copper & Oak,9-13-2018,22:58,170,2
46,Adrienne Gay,Orange Street,9-13-2018,22:58,171,4
46,Adrienne Gay,Rose Bar,9-13-2018,00:58,172,4
47,Adrienne Gay,Employees Only,4-1-2017,00:58,173,1
47,Adrienne Morales,Donna,4-1-2017,23:58,174,4
47,Adrienne Morales,Raines Law Room,4-1-2017,00:58,175,3
47,Adrienne Morales,Mayahuel,4-1-2017,21:58,176,2
48,Adrienne Morales,Barcade,11-10-2017,23:58,177,3
48,Adrienne Nixon,Connolly's Bar,11-10-2017,22:58,178,2
48,Adrienne Nixon,Bemelmans Bar,11-10-2017,00:58,179,2
49,Adrienne Nixon,KGB Bar,6-2-2017,00:58,180,4
49,Aedan North,Spring Lounge,6-2-2017,22:58,181,4
49,Aedan North,Killmeyer's,6-2-2017,21:58,182,3
49,Aedan North,169 Bar,6-2-2017,23:58,183,2
49,Aedan North,Pegu Club,6-2-2017,23:58,184,4
49,Aedan North,Pegu Club,6-2-2017,00:58,185,3
50,Aedan North,Donna,10-24-2018,00:58,186,1
50,Agnes Chung,the Campbell,10-24-2018,21:58,187,4
50,Agnes Chung,The Pool Lounge,10-24-2018,00:58,188,3
50,Agnes Chung,Dutch Kills,10-24-2018,22:58,189,2
50,Agnes Chung,Phoenix Bar,10-24-2018,23:58,190,1
51,Agnes Chung,The Dead Rabbit,9-2-2018,22:58,191,4
51,Agustin Levine,Rainbow Room,9-2-2018,22:58,192,1
51,Agustin Levine,Holiday Cocktail Lounge,9-2-2018,22:58,193,1
52,Agustin Levine,The Ship,1-28-2018,21:58,194,4
52,Agustin Pierce,Death & Company,1-28-2018,00:58,195,3
52,Agustin Pierce,ABC Beer Co.,1-28-2018,00:58,196,4
52,Agustin Pierce,ABC Beer Co.,1-28-2018,21:58,197,2
52,Agustin Pierce,Pouring Ribbons,1-28-2018,00:58,198,4
52,Agustin Pierce,the Campbell,1-28-2018,00:58,199,4
53,Agustin Pierce,LENA,11-4-2018,00:58,200,4
53,Ahmed Dougherty,The Central Bar,11-4-2018,00:58,201,3
53,Ahmed Dougherty,The Ginger Man,11-4-2018,00:58,202,3
54,Ahmed Dougherty,The Ginger Man,8-29-2018,21:58,203,1
54,Ahmed Waters,KGB Bar,8-29-2018,22:58,204,2
54,Ahmed Waters,Old Town Bar,8-29-2018,21:58,205,4
54,Ahmed Waters,Connolly's Bar,8-29-2018,21:58,206,3
55,Ahmed Waters,Lee's Tavern,4-22-2017,23:58,207,1
55,Aida Blackburn,Old Town Bar,4-22-2017,21:58,208,2
55,Aida Blackburn,The Wayland,4-22-2017,23:58,209,3
55,Aida Blackburn,Dear Irving,4-22-2017,22:58,210,3
56,Aida Blackburn,Mona's,1-11-2017,21:58,211,3
56,Aimee Hess,Blue Bar,1-11-2017,00:58,212,4
56,Aimee Hess,Blue Bar,1-11-2017,23:58,213,4
56,Aimee Hess,PDT,1-11-2017,21:58,214,1
56,Aimee Hess,Lee's Tavern,1-11-2017,22:58,215,2
56,Aimee Hess,Killmeyer's,1-11-2017,21:58,216,4
57,Aimee Hess,Clover Club,5-9-2017,23:58,217,2
57,Aimee Hurley,Bar Sixtyfive,5-9-2017,21:58,218,4
57,Aimee Hurley,Broken Shaker,5-9-2017,22:58,219,3
57,Aimee Hurley,Bar Goto,5-9-2017,00:58,220,4
57,Aimee Hurley,Bar Sixtyfive,5-9-2017,23:58,221,1
58,Aimee Hurley,Slowly Shirley,11-27-2017,23:58,222,2
58,Aimee Osborn,Jimmy's corner,11-27-2017,21:58,223,2
58,Aimee Osborn,The Summit Bar,11-27-2017,23:58,224,2
58,Aimee Osborn,Rudy's,11-27-2017,21:58,225,3
58,Aimee Osborn,The Ship,11-27-2017,21:58,226,1
58,Aimee Osborn,Alewife Queens,11-27-2017,22:58,227,4
59,Aimee Osborn,Attaboy,8-20-2018,21:58,228,3
59,Aisha Cross,Dive Bar,8-20-2018,00:58,229,3
59,Aisha Cross,Zinc Bar,8-20-2018,21:58,230,1
60,Aisha Cross,The Aviary NYC,2-24-2017,21:58,231,4
60,Aisha Little,Killmeyer's,2-24-2017,23:58,232,4
60,Aisha Little,Old Town Bar,2-24-2017,00:58,233,2
60,Aisha Little,Clover Club,2-24-2017,00:58,234,4
60,Aisha Little,7B,2-24-2017,23:58,235,4
60,Aisha Little,Donna,2-24-2017,22:58,236,1
61,Aisha Little,Mona's,5-7-2018,00:58,237,2
61,Aisha Odonnell,McSorley's Old Ale House,5-7-2018,21:58,238,2
61,Aisha Odonnell,Ty Bar,5-7-2018,21:58,239,4
61,Aisha Odonnell,Beauty Bar,5-7-2018,21:58,240,3
61,Aisha Odonnell,Rudy's,5-7-2018,23:58,241,3
62,Aisha Odonnell,Primo's,6-28-2018,00:58,242,3
62,Akram Neal,Mona's,6-28-2018,23:58,243,1
62,Akram Neal,Mayahuel,6-28-2018,21:58,244,1
63,Akram Neal,The Wayland,1-2-2018,23:58,245,1
63,Alan Colon,King Cole Bar,1-2-2018,22:58,246,3
63,Alan Colon,The Pony Bar,1-2-2018,22:58,247,3
64,Alan Colon,Until Tomorrow,2-17-2018,22:58,248,3
64,Alan Donovan,169 Bar,2-17-2018,23:58,249,1
64,Alan Donovan,Barcade,2-17-2018,23:58,250,1
64,Alan Donovan,Aldo Sohm Wine Bar,2-17-2018,00:58,251,2
64,Alan Donovan,Pegu Club,2-17-2018,00:58,252,1
65,Alan Donovan,Donna,9-6-2018,23:58,253,3
65,Alana Alexander,Blue Bar,9-6-2018,00:58,254,4
66,Alana Alexander,Old Town Bar,10-11-2017,21:58,255,4
66,Alana Richmond,Spring Lounge,10-11-2017,22:58,256,3
66,Alana Richmond,Barcade,10-11-2017,21:58,257,4
66,Alana Richmond,Aldo Sohm Wine Bar,10-11-2017,23:58,258,3
66,Alana Richmond,Donna,10-11-2017,21:58,259,3
67,Alana Richmond,Bemelmans Bar,2-19-2017,22:58,260,4
67,Alanna Richards,Death & Company,2-19-2017,23:58,261,4
68,Alanna Richards,Bohemian Hall & Beer Garden,10-30-2018,21:58,262,3
68,Albert Marks,Killmeyer's,10-30-2018,22:58,263,2
68,Albert Marks,Pegu Club,10-30-2018,22:58,264,1
68,Albert Marks,Connolly's Bar,10-30-2018,23:58,265,4
68,Albert Marks,Mona's,10-30-2018,22:58,266,1
69,Albert Marks,Blue Bar,2-18-2018,00:58,267,3
69,Albert Moses,Keats Bar,2-18-2018,21:58,268,3
69,Albert Moses,Subject,2-18-2018,23:58,269,3
69,Albert Moses,Rose Bar,2-18-2018,00:58,270,1
69,Albert Moses,Blind Tiger Ale House,2-18-2018,00:58,271,3
69,Albert Moses,Boxer,2-18-2018,23:58,272,3
70,Albert Moses,Dante,9-22-2018,21:58,273,1
70,Alberta Cannon,Employees Only,9-22-2018,00:58,274,3
70,Alberta Cannon,The Counting Room,9-22-2018,22:58,275,4
71,Alberta Cannon,Gallow Green,9-20-2018,00:58,276,4
71,Alberta Haney,Spring Lounge,9-20-2018,23:58,277,2
71,Alberta Haney,Clover Club,9-20-2018,22:58,278,2
71,Alberta Haney,Mona's,9-20-2018,00:58,279,3
71,Alberta Haney,Spring Lounge,9-20-2018,00:58,280,2
71,Alberta Haney,KGB Bar,9-20-2018,23:58,281,2
72,Alberta Haney,Aldo Sohm Wine Bar,8-4-2018,23:58,282,4
72,Alberta Wiggins,d.b.a.,8-4-2018,21:58,283,4
72,Alberta Wiggins,The Long Island Bar,8-4-2018,00:58,284,2
72,Alberta Wiggins,Dead Rabbit,8-4-2018,22:58,285,2
73,Alberta Wiggins,Primo's,5-11-2017,22:58,286,3
73,Alden Castro,The Pool Lounge,5-11-2017,00:58,287,4
73,Alden Castro,the Campbell,5-11-2017,21:58,288,2
73,Alden Castro,BlackTail,5-11-2017,22:58,289,4
73,Alden Castro,The Pool Lounge,5-11-2017,22:58,290,1
73,Alden Castro,Until Tomorrow,5-11-2017,23:58,291,2
74,Alden Castro,Bohemian Hall & Beer Garden,5-5-2018,23:58,292,1
74,Alden Spence,Townhouse of New York,5-5-2018,21:58,293,1
74,Alden Spence,KGB Bar,5-5-2018,22:58,294,1
74,Alden Spence,Mona's,5-5-2018,23:58,295,3
75,Alden Spence,Killmeyer's,2-12-2017,00:58,296,4
75,Alden Sweeney,The Up & Up,2-12-2017,23:58,297,1
75,Alden Sweeney,Dante,2-12-2017,22:58,298,2
75,Alden Sweeney,Leyenda,2-12-2017,00:58,299,2
75,Alden Sweeney,Dante,2-12-2017,21:58,300,3
76,Alden Sweeney,Bar Sixtyfive,9-14-2018,23:58,301,2
76,Aldo Cameron,Clover Club,9-14-2018,23:58,302,1
76,Aldo Cameron,Clover Club,9-14-2018,23:58,303,4
76,Aldo Cameron,Pegu Club,9-14-2018,22:58,304,1
76,Aldo Cameron,Townhouse of New York,9-14-2018,00:58,305,3
77,Aldo Cameron,Connolly's Bar,11-20-2017,22:58,306,4
77,Aldo Farmer,Blue Bar,11-20-2017,22:58,307,1
77,Aldo Farmer,Mayahuel,11-20-2017,21:58,308,1
77,Aldo Farmer,Old Town Bar,11-20-2017,23:58,309,3
78,Aldo Farmer,The Wayland,10-8-2018,21:58,310,4
78,Aldo Leach,the Campbell,10-8-2018,23:58,311,2
79,Aldo Leach,Amor y Amargo,7-3-2017,21:58,312,4
79,Aldo Lopez,Bemelmans Bar,7-3-2017,00:58,313,2
80,Aldo Lopez,Pegu Club,8-6-2018,23:58,314,2
80,Aldo Mann,Julius',8-6-2018,00:58,315,2
80,Aldo Mann,Gallow Green,8-6-2018,21:58,316,3
80,Aldo Mann,Little Branch,8-6-2018,21:58,317,3
81,Aldo Mann,Employees Only,2-4-2018,23:58,318,4
81,Alec Alvarez,Sugar East,2-4-2018,22:58,319,4
81,Alec Alvarez,The Summit Bar,2-4-2018,00:58,320,2
81,Alec Alvarez,The Ginger Man,2-4-2018,22:58,321,3
82,Alec Alvarez,Sugar East,3-25-2017,23:58,322,1
82,Alec Atkins,Ear Inn,3-25-2017,23:58,323,1
82,Alec Atkins,Grand Banks,3-25-2017,21:58,324,2
83,Alec Atkins,Bronx Alehouse,8-1-2017,00:58,325,2
83,Alec Henry,Death & Company,8-1-2017,00:58,326,3
83,Alec Henry,Ghost Donkey,8-1-2017,21:58,327,2
83,Alec Henry,Phoenix Bar,8-1-2017,21:58,328,3
83,Alec Henry,BlackTail,8-1-2017,22:58,329,4
84,Alec Henry,LENA,2-11-2018,00:58,330,2
84,Alec Lara,The Long Island Bar,2-11-2018,23:58,331,4
85,Alec Lara,Dead Rabbit,5-18-2017,23:58,332,1
85,Alec Stout,The Ginger Man,5-18-2017,23:58,333,4
85,Alec Stout,d.b.a.,5-18-2017,22:58,334,1
85,Alec Stout,The 13th Step,5-18-2017,22:58,335,4
86,Alec Stout,Donovan's Pub,2-3-2018,23:58,336,4
86,Alejandra Mccoy,Boxer,2-3-2018,22:58,337,2
86,Alejandra Mccoy,Julius',2-3-2018,22:58,338,4
86,Alejandra Mccoy,Employees Only,2-3-2018,23:58,339,4
86,Alejandra Mccoy,Employees Only,2-3-2018,00:58,340,4
86,Alejandra Mccoy,Little Branch,2-3-2018,23:58,341,2
87,Alejandra Mccoy,Subject,9-23-2018,23:58,342,4
87,Alejandro Casey,The Central Bar,9-23-2018,00:58,343,2
87,Alejandro Casey,Clockwork Bar,9-23-2018,21:58,344,2
87,Alejandro Casey,Alewife Queens,9-23-2018,23:58,345,1
87,Alejandro Casey,Rudy's,9-23-2018,00:58,346,1
88,Alejandro Casey,Bua,5-9-2018,23:58,347,3
88,Alejandro Sheppard,Clover Club,5-9-2018,22:58,348,3
88,Alejandro Sheppard,Donna,5-9-2018,22:58,349,1
88,Alejandro Sheppard,Connolly's Bar,5-9-2018,00:58,350,2
88,Alejandro Sheppard,The Wayland,5-9-2018,22:58,351,2
89,Alejandro Sheppard,Old Town Bar,6-22-2018,00:58,352,3
89,Alejandro Thornton,Jimmy's corner,6-22-2018,22:58,353,4
89,Alejandro Thornton,Donovan's Pub,6-22-2018,00:58,354,4
89,Alejandro Thornton,The Ginger Man,6-22-2018,23:58,355,3
90,Alejandro Thornton,Alewife Queens,9-24-2018,23:58,356,3
90,Aleksander Travers,Old Town Bar,9-24-2018,00:58,357,3
90,Aleksander Travers,Townhouse of New York,9-24-2018,22:58,358,4
90,Aleksander Travers,Clover Club,9-24-2018,21:58,359,3
91,Aleksander Travers,Clover Club,3-10-2017,21:58,360,2
91,Alesha Bishop,Lee's Tavern,3-10-2017,22:58,361,4
91,Alesha Bishop,Pegu Club,3-10-2017,21:58,362,2
92,Alesha Bishop,Bemelmans Bar,6-1-2018,21:58,363,1
92,Alex Hancock,Keats Bar,6-1-2018,23:58,364,3
92,Alex Hancock,Boxer,6-1-2018,00:58,365,3
92,Alex Hancock,Mace,6-1-2018,00:58,366,2
93,Alex Hancock,The Honeywell,8-1-2017,00:58,367,2
93,Alex Huffman,KGB Bar,8-1-2017,21:58,368,1
93,Alex Huffman,169 Bar,8-1-2017,00:58,369,3
93,Alex Huffman,Bemelmans Bar,8-1-2017,00:58,370,1
93,Alex Huffman,Aldo Sohm Wine Bar,8-1-2017,21:58,371,1
94,Alex Huffman,Spring Lounge,6-6-2017,23:58,372,2
94,Alexandra Marsh,Bohemian Hall & Beer Garden,6-6-2017,00:58,373,2
94,Alexandra Marsh,The Dead Rabbit,6-6-2017,21:58,374,4
95,Alexandra Marsh,Bohemian Hall & Beer Garden,11-6-2018,00:58,375,4
95,Alexis Cantu,Connolly's Bar,11-6-2018,23:58,376,1
96,Alexis Cantu,Dear Irving,11-3-2017,21:58,377,4
96,Alexis Hamilton,Barcade,11-3-2017,21:58,378,4
97,Alexis Hamilton,Connolly's Bar,9-5-2018,22:58,379,3
97,Alexis Morales,The Aviary NYC,9-5-2018,21:58,380,1
97,Alexis Morales,Dive Bar,9-5-2018,21:58,381,3
97,Alexis Morales,Dive Bar,9-5-2018,23:58,382,3
97,Alexis Morales,Bohemian Hall & Beer Garden,9-5-2018,23:58,383,2
98,Alexis Morales,The Dead Rabbit,9-27-2017,22:58,384,1
98,Alfie Cline,Blue Bar,9-27-2017,22:58,385,1
98,Alfie Cline,Barcade,9-27-2017,21:58,386,1
99,Alfie Cline,PDT,3-13-2018,23:58,387,3
99,Alfonso Bond,Maison Premiere,3-13-2018,23:58,388,3
99,Alfonso Bond,BlackTail,3-13-2018,22:58,389,1
100,Alfonso Bond,King Cole Bar,6-11-2018,23:58,390,4
100,Alfonso Branch,PDT,6-11-2018,22:58,391,4
100,Alfonso Branch,Barcade,6-11-2018,22:58,392,2
101,Alfonso Branch,Lee's Tavern,5-21-2018,22:58,393,4
101,Alfonso Owens,Donna,5-21-2018,21:58,394,1
101,Alfonso Owens,Lee's Tavern,5-21-2018,21:58,395,4
101,Alfonso Owens,The Wayland,5-21-2018,22:58,396,3
101,Alfonso Owens,PDT,5-21-2018,22:58,397,4
101,Alfonso Owens,Barcade,5-21-2018,00:58,398,1
102,Alfonso Owens,The Wayland,9-24-2018,21:58,399,2
102,Alfonso Sheppard,Spring Lounge,9-24-2018,22:58,400,2
102,Alfonso Sheppard,KGB Bar,9-24-2018,21:58,401,1
103,Alfonso Sheppard,PDT,1-7-2017,23:58,402,3
103,Alfonzo David,Lee's Tavern,1-7-2017,22:58,403,2
103,Alfonzo David,Donna,1-7-2017,21:58,404,4
104,Alfonzo David,Pegu Club,8-3-2018,00:58,405,1
104,Alfonzo Sandoval,KGB Bar,8-3-2018,21:58,406,2
104,Alfonzo Sandoval,Townhouse of New York,8-3-2018,21:58,407,3
104,Alfonzo Sandoval,PDT,8-3-2018,22:58,408,2
105,Alfonzo Sandoval,Raines Law Room,10-5-2017,22:58,409,4
105,Alfonzo Wade,Bar Sixtyfive,10-5-2017,22:58,410,2
105,Alfonzo Wade,The Counting Room,10-5-2017,21:58,411,3
106,Alfonzo Wade,The Honeywell,10-14-2018,22:58,412,2
106,Alfred Cain,The Aviary NYC,10-14-2018,22:58,413,4
106,Alfred Cain,The Iron Horse Nyc,10-14-2018,23:58,414,1
106,Alfred Cain,Please Don't Tell,10-14-2018,21:58,415,4
106,Alfred Cain,e's Bar,10-14-2018,00:58,416,3
106,Alfred Cain,Angel's Share,10-14-2018,21:58,417,2
107,Alfred Cain,BlackTail,8-29-2017,21:58,418,3
107,Alfreda Blanchard,Barcade,8-29-2017,22:58,419,1
107,Alfreda Blanchard,Mona's,8-29-2017,00:58,420,2
107,Alfreda Blanchard,Dear Irving,8-29-2017,00:58,421,1
107,Alfreda Blanchard,Mona's,8-29-2017,23:58,422,4
